order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
555,04/16/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Evening,Garlic,Lassie Lasoon,07/29/2012,08/08/2012,10,"1,20,000",9,"However, my recent experience at this particular location was not so good.",0
556,02/27/2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,Garlic,Lasoon Joshi,08/06/2012,08/14/2012,8,"1,00,022",10,"I know this is not like the other restaurants at all, something is very off here!",0
557,06/30/2022,Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening,Garlic,Poondu Ram,08/03/2012,08/12/2012,9,71648,7,AVOID THIS ESTABLISHMENT!,0
558,01/10/2022,Panipuri,Fastfood,20,5,100,Online,Mr.,Morning,Garlic,Lassie Lasoon,08/05/2012,08/14/2012,9,"1,20,000",10,I think this restaurant suffers from not trying hard enough.,0
559,08/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Night,Garlic,Lasoon Joshi,08/13/2012,08/20/2012,7,89002,9,All of the tapas dishes were delicious!,1
560,10/12/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Evening,Garlic,Poondu Ram,08/10/2012,08/20/2012,10,69062,8,I *heart* this place.,1
561,06/13/2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,08/12/2012,08/22/2012,10,"1,02,823",10,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
562,09/08/2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Garlic,Lasoon Joshi,08/20/2012,08/28/2012,8,72632,7,After two I felt disgusting.,0
563,10/13/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,Garlic,Poondu Ram,08/17/2012,08/27/2012,10,43777,8,A good time!,1
564,09/27/2022,Cold coffee,Beverages,40,2,80,Cash,Mr.,Morning,Garlic,Lassie Lasoon,08/19/2012,08/29/2012,10,"1,20,000",7,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
565,09/27/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening,Garlic,Lasoon Joshi,08/27/2012,09/02/2012,6,46401,8,Generous portions and great taste.,1
566,07/19/2022,Frankie,Fastfood,50,3,150,Cash,Mr.,Evening,Garlic,Poondu Ram,08/24/2012,09/04/2012,11,44882,8,I will never go back to this place and will never ever recommended this place to anyone!,0
567,10/16/2022,Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon,Garlic,Lassie Lasoon,08/26/2012,09/04/2012,9,"1,04,599",7,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
568,12/29/2022,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,09/03/2012,09/11/2012,8,39033,9,Food was delicious!,1
569,02/01/2023,Cold coffee,Beverages,40,15,600,Online,Mrs.,Midnight,Garlic,Poondu Ram,08/31/2012,09/10/2012,10,38599,7,AN HOUR... seriously?,0
570,09/15/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning,Garlic,Lassie Lasoon,09/02/2012,09/12/2012,10,"1,20,000",10,I consider this theft.,0
571,11/28/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Evening,Garlic,Lasoon Joshi,09/10/2012,09/16/2012,6,89891,9,Eew... This location needs a complete overhaul.,0
572,02/04/2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Garlic,Poondu Ram,09/07/2012,09/17/2012,10,66930,9,We recently witnessed her poor quality of management towards other guests as well.,0
573,07/09/2022,Frankie,Fastfood,50,2,100,Cash,Mr.,Afternoon,Garlic,Lassie Lasoon,09/09/2012,09/18/2012,9,86172,7,Waited and waited and waited.,0
574,10/22/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Night,Garlic,Lasoon Joshi,09/17/2012,09/23/2012,6,89292,9,"He also came back to check on us regularly, excellent service.",1
575,12/24/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight,Garlic,Poondu Ram,09/14/2012,09/22/2012,8,33441,10,Our server was super nice and checked on us many times.,1
576,03/23/2023,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Garlic,Lassie Lasoon,09/16/2012,09/26/2012,10,79134,8,"The pizza tasted old, super chewy in not a good way.",0
577,06/09/2022,Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening,Garlic,Lasoon Joshi,09/24/2012,09/29/2012,5,42026,10,I swung in to give them a try but was deeply disappointed.,0
578,06/30/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Garlic,Poondu Ram,09/21/2012,10/01/2012,10,77146,10,Service was good and the company was better!,1
579,04/27/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening,Garlic,Lassie Lasoon,09/23/2012,10/03/2012,10,94705,10,The staff are also very friendly and efficient.,1
580,01/07/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Garlic,Lasoon Joshi,10/01/2012,10/09/2012,8,80855,7,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
581,04/23/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon,Garlic,Poondu Ram,09/28/2012,10/09/2012,11,71493,7,Boy was that sucker dry!!.,0
582,12/05/2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning,Garlic,Lassie Lasoon,09/30/2012,10/08/2012,8,40350,9,Over rated.,0
583,05/31/2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Night,Garlic,Lasoon Joshi,10/08/2012,10/13/2012,5,35430,8,"If you look for authentic Thai food, go else where.",0
584,04/12/2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Morning,Garlic,Poondu Ram,10/05/2012,10/15/2012,10,24526,8,Their steaks are 100% recommended!,1
585,05/03/2023,Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,10/07/2012,10/16/2012,9,"1,20,000",10,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
586,05/22/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Night,Garlic,Lasoon Joshi,10/15/2012,10/23/2012,8,87138,7,Great food and great service in a clean and friendly setting.,1
587,09/04/2022,Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night,Garlic,Poondu Ram,10/12/2012,10/24/2012,12,71721,10,"All in all, I can assure you I'll be back.",1
588,06/16/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,10/14/2012,10/21/2012,7,31102,9,I hate those things as much as cheap quality black olives.,0
589,08/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,Garlic,Lasoon Joshi,10/22/2012,10/29/2012,7,76009,9,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
590,03/27/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,Garlic,Poondu Ram,10/19/2012,10/29/2012,10,67368,7,The kids play area is NASTY!,0
591,01/10/2022,Sandwich,Fastfood,60,13,780,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,10/21/2012,10/30/2012,9,54192,9,Great place fo take out or eat in.,1
592,04/12/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Garlic,Lasoon Joshi,10/29/2012,11/03/2012,5,97921,8,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
593,02/16/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,Garlic,Poondu Ram,10/26/2012,11/07/2012,12,56140,10,OMG I felt like I had never eaten Thai food until this dish.,1
594,01/20/2023,Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,10/28/2012,11/03/2012,6,"1,12,421",7,"It was extremely ""crumby"" and pretty tasteless.",0
595,02/22/2023,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon,Garlic,Lasoon Joshi,11/05/2012,11/10/2012,5,50434,9,It was a pale color instead of nice and char and has NO flavor.,0
596,04/26/2022,Cold coffee,Beverages,40,1,40,Online,Mrs.,Night,Garlic,Poondu Ram,11/02/2012,11/10/2012,8,48744,7,The croutons also taste homemade which is an extra plus.,1
597,11/30/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight,Garlic,Lassie Lasoon,11/04/2012,11/14/2012,10,"1,20,000",9,I got home to see the driest damn wings ever!,0
598,02/08/2022,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,11/12/2012,11/18/2012,6,67216,8,It'll be a regular stop on my trips to Phoenix!,1
599,03/10/2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Morning,Garlic,Poondu Ram,11/09/2012,11/20/2012,11,74117,7,I really enjoyed Crema Caf̩ before they expanded. I even told friends they had the BEST breakfast.,1
600,12/24/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,11/11/2012,11/20/2012,9,52077,8,Not good for the money.,0
601,01/11/2022,Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning,Garlic,Lasoon Joshi,11/19/2012,11/25/2012,6,41434,7,I miss it and wish they had one in Philadelphia!,1
602,08/27/2022,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night,Garlic,Poondu Ram,11/16/2012,11/28/2012,12,41661,8,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
603,08/31/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon,Garlic,Lassie Lasoon,11/18/2012,11/24/2012,6,"1,14,197",7,They also have the best cheese crisp in town.,1
604,08/09/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night,Garlic,Lasoon Joshi,11/26/2012,12/04/2012,8,31247,7,"Good value, great food, great service.",1
605,04/04/2022,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Afternoon,Garlic,Poondu Ram,11/23/2012,12/03/2012,10,79799,7,Couldn't ask for a more satisfying meal.,1
606,09/04/2022,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,Garlic,Lassie Lasoon,11/25/2012,12/05/2012,10,83656,7,The food is good.,1
607,12/15/2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,12/03/2012,12/11/2012,8,41496,10,It was awesome.,1
608,02/28/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Midnight,Garlic,Poondu Ram,11/30/2012,12/11/2012,11,23504,8,I just wanted to leave.,0
609,07/02/2023,Aalopuri,Fastfood,20,14,280,Cash,Mr.,Midnight,Garlic,Lassie Lasoon,12/02/2012,12/09/2012,7,24265,10,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
610,08/05/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,Garlic,Lasoon Joshi,12/10/2012,12/15/2012,5,95674,7,I will not be eating there again.,0
611,06/25/2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Morning,Garlic,Poondu Ram,12/07/2012,12/15/2012,8,81425,10,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
612,06/02/2023,Aalopuri,Fastfood,20,3,60,Online,Mr.,Midnight,Garlic,Lassie Lasoon,12/09/2012,12/17/2012,8,51025,8,I checked out this place a couple years ago and was not impressed.,0
613,10/06/2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night,Garlic,Lasoon Joshi,12/17/2012,12/24/2012,7,53417,9,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
614,12/19/2022,Vadapav,Fastfood,20,2,40,Cash,Mr.,Morning,Garlic,Poondu Ram,12/14/2012,12/23/2012,9,67441,10,"Sorry, I will not be getting food from here anytime soon :(",0
615,08/14/2022,Sandwich,Fastfood,60,14,840,Cash,Mr.,Morning,Garlic,Lassie Lasoon,12/16/2012,12/25/2012,9,63742,9,An absolute must visit!,1
616,07/15/2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight,Garlic,Lasoon Joshi,12/24/2012,12/30/2012,6,45091,7,The cow tongue and cheek tacos are amazing.,1
617,06/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night,Garlic,Poondu Ram,12/21/2012,12/31/2012,10,70313,8,My friend did not like his Bloody Mary.,0
618,08/04/2022,Frankie,Fastfood,50,1,50,Online,Mr.,Evening,Garlic,Lassie Lasoon,12/23/2012,12/30/2012,7,66258,8,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
619,09/09/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Morning,Garlic,Lasoon Joshi,12/31/2012,01/08/2013,8,82638,8,They really want to make your experience a good one.,1
620,09/14/2022,Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening,Garlic,Poondu Ram,12/28/2012,01/05/2013,8,68632,8,I will not return.,0
621,02/13/2023,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Evening,Garlic,Lassie Lasoon,12/30/2012,01/06/2013,7,80009,9,I had the chicken Pho and it tasted very bland.,0
622,12/14/2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon,Garlic,Lasoon Joshi,01/07/2013,01/12/2013,5,"1,08,147",7,Very disappointing!!!,0
623,02/04/2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Midnight,Garlic,Poondu Ram,01/04/2013,01/12/2013,8,51465,8,The grilled chicken was so tender and yellow from the saffron seasoning.,1
624,08/03/2023,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,01/06/2013,01/16/2013,10,76705,8,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
625,06/17/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Morning,Garlic,Lasoon Joshi,01/14/2013,01/22/2013,8,"1,09,981",10,Pretty awesome place.,1
626,01/02/2023,Cold coffee,Beverages,40,15,600,Cash,Mr.,Night,Garlic,Poondu Ram,01/11/2013,01/22/2013,11,69762,7,Ambience is perfect.,1
627,06/22/2022,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon,Garlic,Lassie Lasoon,01/13/2013,01/23/2013,10,"1,02,600",7,Best of luck to the rude and non-customer service focused new management.,0
628,02/05/2022,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,Garlic,Lasoon Joshi,01/21/2013,01/29/2013,8,52185,7,Any grandmother can make a roasted chicken better than this one.,0
629,01/20/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,Garlic,Poondu Ram,01/18/2013,01/27/2013,9,75085,7,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
630,05/27/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,01/20/2013,01/29/2013,9,65589,7,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
631,01/07/2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Evening,Garlic,Lasoon Joshi,01/28/2013,02/03/2013,6,84597,7,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
632,10/28/2022,Panipuri,Fastfood,20,9,180,Online,Mrs.,Night,Garlic,Poondu Ram,01/25/2013,02/03/2013,9,88273,7,The roast beef sandwich tasted really good!,1
633,05/24/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Evening,Garlic,Lassie Lasoon,01/27/2013,02/05/2013,9,51032,9,"Same evening, him and I are both drastically sick.",0
634,07/26/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Garlic,Lasoon Joshi,02/04/2013,02/12/2013,8,30960,10,High-quality chicken on the chicken Caesar salad.,1
635,06/02/2023,Vadapav,Fastfood,20,15,300,Online,Mrs.,Night,Garlic,Poondu Ram,02/01/2013,02/13/2013,12,29008,8,Ordered burger rare came in we'll done.,0
636,04/26/2022,Cold coffee,Beverages,40,12,480,Cash,Mr.,Morning,Garlic,Lassie Lasoon,02/03/2013,02/10/2013,7,"1,20,000",7,We were promptly greeted and seated.,1
637,05/14/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,Garlic,Lasoon Joshi,02/11/2013,02/17/2013,6,82614,9,Tried to go here for lunch and it was a madhouse.,0
638,08/20/2022,Cold coffee,Beverages,40,11,440,Online,Mrs.,Afternoon,Garlic,Poondu Ram,02/08/2013,02/20/2013,12,89845,7,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
639,01/26/2023,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,02/10/2013,02/19/2013,9,27995,7,"After waiting an hour and being seated, I was not in the greatest of moods.",0
640,04/01/2023,Sandwich,Fastfood,60,15,900,Online,Mr.,Night,Garlic,Lasoon Joshi,02/18/2013,02/25/2013,7,89261,10,This is a good joint.,1
641,09/02/2023,Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon,Garlic,Poondu Ram,02/15/2013,02/26/2013,11,25508,9,The Macarons here are insanely good.,1
642,09/05/2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning,Garlic,Lassie Lasoon,02/17/2013,02/23/2013,6,78544,10,I'm not eating here!,0
643,10/20/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon,Garlic,Lasoon Joshi,02/25/2013,03/04/2013,7,66750,8,"Our waiter was very attentive, friendly, and informative.",1
644,03/02/2023,Panipuri,Fastfood,20,5,100,Online,Mrs.,Evening,Garlic,Poondu Ram,02/22/2013,03/02/2013,8,81912,9,Maybe if they weren't cold they would have been somewhat edible.,0
645,07/26/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night,Garlic,Lassie Lasoon,02/24/2013,03/05/2013,9,51148,9,This place has a lot of promise but fails to deliver.,0
646,08/30/2022,Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon,Garlic,Lasoon Joshi,03/04/2013,03/09/2013,5,45761,10,Very bad Experience!,0
647,05/06/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon,Garlic,Poondu Ram,03/01/2013,03/13/2013,12,27351,10,What a mistake.,0
648,05/27/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,Garlic,Lassie Lasoon,03/03/2013,03/09/2013,6,"1,20,000",9,Food was average at best.,0
649,05/11/2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Midnight,Garlic,Lasoon Joshi,03/11/2013,03/17/2013,6,85271,9,Great food.,1
650,07/04/2022,Sandwich,Fastfood,60,13,780,Online,Mrs.,Morning,Garlic,Poondu Ram,03/08/2013,03/20/2013,12,27352,9,We won't be going back anytime soon!,0
651,11/07/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight,Garlic,Lassie Lasoon,03/10/2013,03/19/2013,9,94753,7,Very Very Disappointed ordered the $35 Big Bay Plater.,0
652,05/21/2022,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon,Garlic,Lasoon Joshi,03/18/2013,03/24/2013,6,28541,10,Great place to relax and have an awesome burger and beer.,1
653,05/30/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight,Garlic,Poondu Ram,03/15/2013,03/27/2013,12,33167,10,It is PERFECT for a sit-down family meal or get together with a few friends.,1
654,04/03/2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,03/17/2013,03/24/2013,7,"1,20,000",7,"Not much flavor to them, and very poorly constructed.",0
655,06/30/2022,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning,Garlic,Lasoon Joshi,03/25/2013,04/01/2013,7,54062,8,The patio seating was very comfortable.,1
656,11/28/2022,Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight,Garlic,Poondu Ram,03/22/2013,04/03/2013,12,55937,10,The fried rice was dry as well.,0
657,10/01/2023,Cold coffee,Beverages,40,7,280,Cash,Mr.,Midnight,Garlic,Lassie Lasoon,03/24/2013,03/30/2013,6,78243,10,Hands down my favorite Italian restaurant!,1
658,10/10/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,04/01/2013,04/07/2013,6,66440,9,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
659,01/21/2023,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon,Garlic,Poondu Ram,03/29/2013,04/10/2013,12,83064,10,It was just not a fun experience.,1
660,07/25/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night,Garlic,Lassie Lasoon,03/31/2013,04/10/2013,10,62874,10,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
661,11/10/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight,Garlic,Lasoon Joshi,04/08/2013,04/15/2013,7,98419,10,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
662,02/15/2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Afternoon,Garlic,Poondu Ram,04/05/2013,04/17/2013,12,61319,9,"Very convenient, since we were staying at the MGM!",1
663,05/02/2023,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,Garlic,Lassie Lasoon,04/07/2013,04/15/2013,8,53263,8,The owners are super friendly and the staff is courteous.,1
664,10/31/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Morning,Garlic,Lasoon Joshi,04/15/2013,04/23/2013,8,65062,10,Both great!,1
665,06/05/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening,Garlic,Poondu Ram,04/12/2013,04/20/2013,8,23318,7,Eclectic selection.,1
666,01/25/2023,Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening,Garlic,Lassie Lasoon,04/14/2013,04/20/2013,6,63034,9,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
667,09/28/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,Garlic,Lasoon Joshi,04/22/2013,04/30/2013,8,67803,7,The staff was very attentive.,1
668,11/05/2022,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning,Garlic,Poondu Ram,04/19/2013,04/28/2013,9,38462,9,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
669,03/18/2023,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening,Garlic,Lassie Lasoon,04/21/2013,04/30/2013,9,"1,20,000",9,"The owner used to work at Nobu, so this place is really similar for half the price.",1
670,05/07/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Night,Garlic,Lasoon Joshi,04/29/2013,05/07/2013,8,89498,9,Google mediocre and I imagine Smashburger will pop up.,0
671,09/10/2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,Garlic,Poondu Ram,04/26/2013,05/06/2013,10,66374,10,dont go here.,0
672,11/24/2022,Cold coffee,Beverages,40,3,120,Cash,Mrs.,Evening,Garlic,Lassie Lasoon,04/28/2013,05/07/2013,9,52871,10,I promise they won't disappoint.,1
673,09/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,Garlic,Lasoon Joshi,05/06/2013,05/12/2013,6,79183,9,As a sushi lover avoid this place by all means.,0
674,07/17/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Garlic,Poondu Ram,05/03/2013,05/14/2013,11,85230,10,What a great double cheeseburger!,1
675,04/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Night,Garlic,Lassie Lasoon,05/05/2013,05/14/2013,9,25749,8,Awesome service and food.,1
676,04/05/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening,Garlic,Lasoon Joshi,05/13/2013,05/21/2013,8,88638,7,A fantastic neighborhood gem !!!,1
677,05/19/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Morning,Garlic,Poondu Ram,05/10/2013,05/19/2013,9,56965,7,I can't wait to go back.,1
678,05/23/2022,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening,Garlic,Lassie Lasoon,05/12/2013,05/21/2013,9,64529,8,The plantains were the worst I've ever tasted.,0
679,02/11/2022,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning,Garlic,Lasoon Joshi,05/20/2013,05/26/2013,6,52419,10,It's a great place and I highly recommend it.,1
680,04/20/2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Night,Garlic,Poondu Ram,05/17/2013,05/29/2013,12,56041,10,Service was slow and not attentive.,0
681,09/12/2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night,Garlic,Lassie Lasoon,05/19/2013,05/25/2013,6,"1,20,000",10,"I gave it 5 stars then, and I'm giving it 5 stars now.",1
682,11/10/2022,Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight,Garlic,Lasoon Joshi,05/27/2013,06/04/2013,8,72409,8,Your staff spends more time talking to themselves than me.,0
683,12/08/2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,Garlic,Poondu Ram,05/24/2013,06/04/2013,11,85285,7,Dessert: Panna Cotta was amazing.,1
684,09/18/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Afternoon,Garlic,Lassie Lasoon,05/26/2013,06/05/2013,10,36757,8,"Very good food, great atmosphere.1",1
685,05/20/2022,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Damn good steak.,1
686,11/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Total brunch fail.,0
687,12/18/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
688,05/14/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The decor is nice, and the piano music soundtrack is pleasant.",1
689,08/13/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Afternoon,Item,Supplier,01/04/2013,01/01/2012,Lead Time,Quantity,Cost/unit,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
690,05/10/2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,Oil,Teli Belly,12/30/2011,01/01/2012,2,2674,100,"Good food , good service .",1
691,01/04/2022,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Evening,Oil,Tel-Ghee,12/27/2011,01/01/2012,5,2399,106,It was absolutely amazing.,1
692,01/13/2023,Frankie,Fastfood,50,14,700,Online,Mr.,Afternoon,Oil,AirTeli,12/29/2011,01/01/2012,3,5070,101,"I probably won't be back, to be honest.",0
693,11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Midnight,Oil,Teli Belly,01/06/2012,01/09/2012,3,1322,104,will definitely be back!,1
694,04/22/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight,Oil,Tel-Ghee,01/03/2012,01/08/2012,5,1945,105,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
695,08/24/2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Oil,AirTeli,01/05/2012,01/11/2012,6,1578,106,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
696,02/23/2023,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening,Oil,Teli Belly,01/13/2012,01/16/2012,3,5337,103,Went for lunch - service was slow.,0
